,Column Name,Label,Table Name,Table Description
810,S2302_C02_017E,Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Families!!2 or more workers in the past 12 months,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
811,S2302_C02_018E,Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
812,S2302_C02_019E,"Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
813,S2302_C02_020E,"Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
814,S2302_C02_021E,"Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
815,S2302_C02_022E,"Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse did not work in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
816,S2302_C02_023E,"Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
817,S2302_C02_024E,"Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
818,S2302_C02_025E,"Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
819,S2302_C02_026E,"Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse did not work in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
820,S2302_C02_027E,Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
821,S2302_C02_028E,"Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
822,S2302_C02_029E,"Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
823,S2302_C02_030E,Estimate!!Percent!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse did not work in the past 12 months,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
824,S2302_C03_001E,Estimate!!Families with own children under 18 years!!Families,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
825,S2302_C03_002E,Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
826,S2302_C03_003E,Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Both husband and wife in labor force,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
827,S2302_C03_004E,"Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Husband in labor force, wife not in labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
828,S2302_C03_005E,"Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Wife in labor force, husband not in labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
829,S2302_C03_006E,Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Both husband and wife not in labor force,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
830,S2302_C03_007E,Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
831,S2302_C03_008E,"Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
832,S2302_C03_009E,"Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present!!In labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
833,S2302_C03_010E,"Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present!!Not in labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
834,S2302_C03_011E,"Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
835,S2302_C03_012E,"Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present!!In labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
836,S2302_C03_013E,"Estimate!!Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present!!Not in labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
837,S2302_C03_014E,Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
838,S2302_C03_015E,Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!No workers in the past 12 months,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
839,S2302_C03_016E,Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!1 worker in the past 12 months,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
840,S2302_C03_017E,Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!2 or more workers in the past 12 months,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
841,S2302_C03_018E,Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
842,S2302_C03_019E,"Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
843,S2302_C03_020E,"Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
844,S2302_C03_021E,"Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
845,S2302_C03_022E,"Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse did not work in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
846,S2302_C03_023E,"Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
847,S2302_C03_024E,"Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
848,S2302_C03_025E,"Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
849,S2302_C03_026E,"Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse did not work in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
850,S2302_C03_027E,Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
851,S2302_C03_028E,"Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
852,S2302_C03_029E,"Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
853,S2302_C03_030E,Estimate!!Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse did not work in the past 12 months,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
854,S2302_C04_001E,Estimate!!Percent Families with own children under 18 years!!Families,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
855,S2302_C04_002E,Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
856,S2302_C04_003E,Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Both husband and wife in labor force,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
857,S2302_C04_004E,"Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Husband in labor force, wife not in labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
858,S2302_C04_005E,"Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Wife in labor force, husband not in labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
859,S2302_C04_006E,Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Opposite-sex married-couple families!!Both husband and wife not in labor force,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
860,S2302_C04_007E,Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
861,S2302_C04_008E,"Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
862,S2302_C04_009E,"Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present!!In labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
863,S2302_C04_010E,"Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Female householder, no spouse present!!Not in labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
864,S2302_C04_011E,"Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
865,S2302_C04_012E,"Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present!!In labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
866,S2302_C04_013E,"Estimate!!Percent Families with own children under 18 years!!Families!!EMPLOYMENT STATUS CHARACTERISTICS!!Other families!!Male householder, no spouse present!!Not in labor force",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
867,S2302_C04_014E,Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
868,S2302_C04_015E,Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!No workers in the past 12 months,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
869,S2302_C04_016E,Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!1 worker in the past 12 months,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
870,S2302_C04_017E,Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Families!!2 or more workers in the past 12 months,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
871,S2302_C04_018E,Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
872,S2302_C04_019E,"Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
873,S2302_C04_020E,"Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
874,S2302_C04_021E,"Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
875,S2302_C04_022E,"Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked full-time, year-round in the past 12 months:!!Spouse did not work in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
876,S2302_C04_023E,"Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
877,S2302_C04_024E,"Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
878,S2302_C04_025E,"Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
879,S2302_C04_026E,"Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder worked less than full-time, year-round in the past 12 months:!!Spouse did not work in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
880,S2302_C04_027E,Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
881,S2302_C04_028E,"Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse worked full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
882,S2302_C04_029E,"Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse worked less than full-time, year-round in the past 12 months",S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
883,S2302_C04_030E,Estimate!!Percent Families with own children under 18 years!!WORK STATUS CHARACTERISTICS!!Married-couple families!!Householder did not work in the past 12 months:!!Spouse did not work in the past 12 months,S2302,EMPLOYMENT CHARACTERISTICS OF FAMILIES
884,S2701_C01_001E,Estimate!!Total!!Civilian noninstitutionalized population,S2701,HEALTH INSURANCE COVERAGE STATUS
885,S2701_C01_002E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!Under 6 years,S2701,HEALTH INSURANCE COVERAGE STATUS
886,S2701_C01_003E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!6 to 18 years,S2701,HEALTH INSURANCE COVERAGE STATUS
887,S2701_C01_004E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!19 to 25 years,S2701,HEALTH INSURANCE COVERAGE STATUS
888,S2701_C01_005E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!26 to 34 years,S2701,HEALTH INSURANCE COVERAGE STATUS
889,S2701_C01_006E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!35 to 44 years,S2701,HEALTH INSURANCE COVERAGE STATUS
890,S2701_C01_007E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!45 to 54 years,S2701,HEALTH INSURANCE COVERAGE STATUS
891,S2701_C01_008E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!55 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
892,S2701_C01_009E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!65 to 74 years,S2701,HEALTH INSURANCE COVERAGE STATUS
893,S2701_C01_010E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!75 years and older,S2701,HEALTH INSURANCE COVERAGE STATUS
894,S2701_C01_011E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!Under 19 years,S2701,HEALTH INSURANCE COVERAGE STATUS
895,S2701_C01_012E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!19 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
896,S2701_C01_013E,Estimate!!Total!!Civilian noninstitutionalized population!!AGE!!65 years and older,S2701,HEALTH INSURANCE COVERAGE STATUS
897,S2701_C01_014E,Estimate!!Total!!Civilian noninstitutionalized population!!SEX!!Male,S2701,HEALTH INSURANCE COVERAGE STATUS
898,S2701_C01_015E,Estimate!!Total!!Civilian noninstitutionalized population!!SEX!!Female,S2701,HEALTH INSURANCE COVERAGE STATUS
899,S2701_C01_016E,Estimate!!Total!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,S2701,HEALTH INSURANCE COVERAGE STATUS
900,S2701_C01_017E,Estimate!!Total!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,S2701,HEALTH INSURANCE COVERAGE STATUS
901,S2701_C01_018E,Estimate!!Total!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,S2701,HEALTH INSURANCE COVERAGE STATUS
902,S2701_C01_019E,Estimate!!Total!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,S2701,HEALTH INSURANCE COVERAGE STATUS
903,S2701_C01_020E,Estimate!!Total!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,S2701,HEALTH INSURANCE COVERAGE STATUS
904,S2701_C01_021E,Estimate!!Total!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,S2701,HEALTH INSURANCE COVERAGE STATUS
905,S2701_C01_022E,Estimate!!Total!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,S2701,HEALTH INSURANCE COVERAGE STATUS
906,S2701_C01_023E,Estimate!!Total!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino (of any race),S2701,HEALTH INSURANCE COVERAGE STATUS
907,S2701_C01_024E,"Estimate!!Total!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",S2701,HEALTH INSURANCE COVERAGE STATUS
908,S2701_C01_025E,Estimate!!Total!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households,S2701,HEALTH INSURANCE COVERAGE STATUS
909,S2701_C01_026E,Estimate!!Total!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In married couple families,S2701,HEALTH INSURANCE COVERAGE STATUS
910,S2701_C01_027E,Estimate!!Total!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In other families,S2701,HEALTH INSURANCE COVERAGE STATUS
911,S2701_C01_028E,"Estimate!!Total!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In other families!!Male reference person, no spouse present",S2701,HEALTH INSURANCE COVERAGE STATUS
912,S2701_C01_029E,"Estimate!!Total!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In other families!!Female reference person, no spouse present",S2701,HEALTH INSURANCE COVERAGE STATUS
913,S2701_C01_030E,Estimate!!Total!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In non-family households and other living arrangements,S2701,HEALTH INSURANCE COVERAGE STATUS
914,S2701_C01_031E,Estimate!!Total!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born,S2701,HEALTH INSURANCE COVERAGE STATUS
915,S2701_C01_032E,Estimate!!Total!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born,S2701,HEALTH INSURANCE COVERAGE STATUS
916,S2701_C01_033E,Estimate!!Total!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized,S2701,HEALTH INSURANCE COVERAGE STATUS
917,S2701_C01_034E,Estimate!!Total!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen,S2701,HEALTH INSURANCE COVERAGE STATUS
918,S2701_C01_035E,Estimate!!Total!!Civilian noninstitutionalized population!!DISABILITY STATUS!!With a disability,S2701,HEALTH INSURANCE COVERAGE STATUS
919,S2701_C01_036E,Estimate!!Total!!Civilian noninstitutionalized population!!DISABILITY STATUS!!No disability,S2701,HEALTH INSURANCE COVERAGE STATUS
920,S2701_C01_037E,Estimate!!Total!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over,S2701,HEALTH INSURANCE COVERAGE STATUS
921,S2701_C01_038E,Estimate!!Total!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!Less than high school graduate,S2701,HEALTH INSURANCE COVERAGE STATUS
922,S2701_C01_039E,Estimate!!Total!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!High school graduate (includes equivalency),S2701,HEALTH INSURANCE COVERAGE STATUS
923,S2701_C01_040E,Estimate!!Total!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!Some college or associate's degree,S2701,HEALTH INSURANCE COVERAGE STATUS
924,S2701_C01_041E,Estimate!!Total!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!Bachelor's degree or higher,S2701,HEALTH INSURANCE COVERAGE STATUS
925,S2701_C01_042E,Estimate!!Total!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
926,S2701_C01_043E,Estimate!!Total!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force,S2701,HEALTH INSURANCE COVERAGE STATUS
927,S2701_C01_044E,Estimate!!Total!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed,S2701,HEALTH INSURANCE COVERAGE STATUS
928,S2701_C01_045E,Estimate!!Total!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed,S2701,HEALTH INSURANCE COVERAGE STATUS
929,S2701_C01_046E,Estimate!!Total!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force,S2701,HEALTH INSURANCE COVERAGE STATUS
930,S2701_C01_047E,Estimate!!Total!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
931,S2701_C01_048E,"Estimate!!Total!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Worked full-time, year round in the past 12 months",S2701,HEALTH INSURANCE COVERAGE STATUS
932,S2701_C01_049E,"Estimate!!Total!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Worked less than full-time, year round in the past 12 months",S2701,HEALTH INSURANCE COVERAGE STATUS
933,S2701_C01_050E,Estimate!!Total!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Did not work,S2701,HEALTH INSURANCE COVERAGE STATUS
934,S2701_C01_051E,Estimate!!Total!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population,S2701,HEALTH INSURANCE COVERAGE STATUS
935,S2701_C01_052E,"Estimate!!Total!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!Under $25,000",S2701,HEALTH INSURANCE COVERAGE STATUS
936,S2701_C01_053E,"Estimate!!Total!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$25,000 to $49,999",S2701,HEALTH INSURANCE COVERAGE STATUS
937,S2701_C01_054E,"Estimate!!Total!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$50,000 to $74,999",S2701,HEALTH INSURANCE COVERAGE STATUS
938,S2701_C01_055E,"Estimate!!Total!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$75,000 to $99,999",S2701,HEALTH INSURANCE COVERAGE STATUS
939,S2701_C01_056E,"Estimate!!Total!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$100,000 and over",S2701,HEALTH INSURANCE COVERAGE STATUS
940,S2701_C01_057E,Estimate!!Total!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined,S2701,HEALTH INSURANCE COVERAGE STATUS
