,Data Month,FIPS,State,State Name,County Name,Oct22 ACP Total Households
29801,2022-10-01,12069,FL,FLORIDA,LAKE COUNTY,13979
29802,2022-10-01,12071,FL,FLORIDA,LEE COUNTY,18558
29803,2022-10-01,12073,FL,FLORIDA,LEON COUNTY,12096
29804,2022-10-01,12075,FL,FLORIDA,LEVY COUNTY,2103
29805,2022-10-01,12077,FL,FLORIDA,LIBERTY COUNTY,455
29806,2022-10-01,12079,FL,FLORIDA,MADISON COUNTY,1178
29807,2022-10-01,12081,FL,FLORIDA,MANATEE COUNTY,18646
29808,2022-10-01,12083,FL,FLORIDA,MARION COUNTY,23734
29809,2022-10-01,12085,FL,FLORIDA,MARTIN COUNTY,2718
29810,2022-10-01,12086,FL,FLORIDA,MIAMI-DADE COUNTY,149196
29811,2022-10-01,12087,FL,FLORIDA,MONROE COUNTY,1090
29812,2022-10-01,12089,FL,FLORIDA,NASSAU COUNTY,2040
29813,2022-10-01,12091,FL,FLORIDA,OKALOOSA COUNTY,6189
29814,2022-10-01,12093,FL,FLORIDA,OKEECHOBEE COUNTY,1587
29815,2022-10-01,12095,FL,FLORIDA,ORANGE COUNTY,94354
29816,2022-10-01,12097,FL,FLORIDA,OSCEOLA COUNTY,28276
29817,2022-10-01,12099,FL,FLORIDA,PALM BEACH COUNTY,35870
29818,2022-10-01,12101,FL,FLORIDA,PASCO COUNTY,35762
29819,2022-10-01,12103,FL,FLORIDA,PINELLAS COUNTY,59445
29820,2022-10-01,12105,FL,FLORIDA,POLK COUNTY,59035
29821,2022-10-01,12107,FL,FLORIDA,PUTNAM COUNTY,6294
29822,2022-10-01,12109,FL,FLORIDA,ST. JOHNS COUNTY,3359
29823,2022-10-01,12111,FL,FLORIDA,ST. LUCIE COUNTY,13235
29824,2022-10-01,12113,FL,FLORIDA,SANTA ROSA COUNTY,4051
29825,2022-10-01,12115,FL,FLORIDA,SARASOTA COUNTY,7641
29826,2022-10-01,12117,FL,FLORIDA,SEMINOLE COUNTY,25092
29827,2022-10-01,12119,FL,FLORIDA,SUMTER COUNTY,3870
29828,2022-10-01,12121,FL,FLORIDA,SUWANNEE COUNTY,2564
29829,2022-10-01,12123,FL,FLORIDA,TAYLOR COUNTY,1187
29830,2022-10-01,12125,FL,FLORIDA,UNION COUNTY,649
29831,2022-10-01,12127,FL,FLORIDA,VOLUSIA COUNTY,40500
29832,2022-10-01,12129,FL,FLORIDA,WAKULLA COUNTY,845
29833,2022-10-01,12131,FL,FLORIDA,WALTON COUNTY,2706
29834,2022-10-01,12133,FL,FLORIDA,WASHINGTON COUNTY,1448
29835,2022-10-01,12,FL,FLORIDA,**NOT AVAILABLE**,115
29836,2022-10-01,13001,GA,GEORGIA,APPLING COUNTY,959
29837,2022-10-01,13003,GA,GEORGIA,ATKINSON COUNTY,346
29838,2022-10-01,13005,GA,GEORGIA,BACON COUNTY,781
29839,2022-10-01,13007,GA,GEORGIA,BAKER COUNTY,217
29840,2022-10-01,13009,GA,GEORGIA,BALDWIN COUNTY,3861
29841,2022-10-01,13011,GA,GEORGIA,BANKS COUNTY,713
29842,2022-10-01,13013,GA,GEORGIA,BARROW COUNTY,2776
29843,2022-10-01,13015,GA,GEORGIA,BARTOW COUNTY,3849
29844,2022-10-01,13017,GA,GEORGIA,BEN HILL COUNTY,1309
29845,2022-10-01,13019,GA,GEORGIA,BERRIEN COUNTY,1127
29846,2022-10-01,13021,GA,GEORGIA,BIBB COUNTY,18617
29847,2022-10-01,13023,GA,GEORGIA,BLECKLEY COUNTY,514
29848,2022-10-01,13025,GA,GEORGIA,BRANTLEY COUNTY,676
29849,2022-10-01,13027,GA,GEORGIA,BROOKS COUNTY,1305
29850,2022-10-01,13029,GA,GEORGIA,BRYAN COUNTY,938
29851,2022-10-01,13031,GA,GEORGIA,BULLOCH COUNTY,3296
29852,2022-10-01,13033,GA,GEORGIA,BURKE COUNTY,1891
29853,2022-10-01,13035,GA,GEORGIA,BUTTS COUNTY,1501
29854,2022-10-01,13037,GA,GEORGIA,CALHOUN COUNTY,410
29855,2022-10-01,13039,GA,GEORGIA,CAMDEN COUNTY,1397
29856,2022-10-01,13043,GA,GEORGIA,CANDLER COUNTY,649
29857,2022-10-01,13045,GA,GEORGIA,CARROLL COUNTY,6891
29858,2022-10-01,13047,GA,GEORGIA,CATOOSA COUNTY,2611
29859,2022-10-01,13049,GA,GEORGIA,CHARLTON COUNTY,527
29860,2022-10-01,13051,GA,GEORGIA,CHATHAM COUNTY,13452
29861,2022-10-01,13053,GA,GEORGIA,CHATTAHOOCHEE COUNTY,338
29862,2022-10-01,13055,GA,GEORGIA,CHATTOOGA COUNTY,2537
29863,2022-10-01,13057,GA,GEORGIA,CHEROKEE COUNTY,3292
29864,2022-10-01,13059,GA,GEORGIA,CLARKE COUNTY,8967
29865,2022-10-01,13061,GA,GEORGIA,CLAY COUNTY,259
29866,2022-10-01,13063,GA,GEORGIA,CLAYTON COUNTY,23481
29867,2022-10-01,13065,GA,GEORGIA,CLINCH COUNTY,580
29868,2022-10-01,13067,GA,GEORGIA,COBB COUNTY,18217
29869,2022-10-01,13069,GA,GEORGIA,COFFEE COUNTY,3035
29870,2022-10-01,13071,GA,GEORGIA,COLQUITT COUNTY,3041
29871,2022-10-01,13073,GA,GEORGIA,COLUMBIA COUNTY,2839
29872,2022-10-01,13075,GA,GEORGIA,COOK COUNTY,1077
29873,2022-10-01,13077,GA,GEORGIA,COWETA COUNTY,5593
29874,2022-10-01,13079,GA,GEORGIA,CRAWFORD COUNTY,535
29875,2022-10-01,13081,GA,GEORGIA,CRISP COUNTY,1934
29876,2022-10-01,13083,GA,GEORGIA,DADE COUNTY,596
29877,2022-10-01,13085,GA,GEORGIA,DAWSON COUNTY,585
29878,2022-10-01,13087,GA,GEORGIA,DECATUR COUNTY,2005
29879,2022-10-01,13089,GA,GEORGIA,DEKALB COUNTY,38546
29880,2022-10-01,13091,GA,GEORGIA,DODGE COUNTY,1322
29881,2022-10-01,13093,GA,GEORGIA,DOOLY COUNTY,613
29882,2022-10-01,13095,GA,GEORGIA,DOUGHERTY COUNTY,10637
29883,2022-10-01,13097,GA,GEORGIA,DOUGLAS COUNTY,6259
29884,2022-10-01,13099,GA,GEORGIA,EARLY COUNTY,1113
29885,2022-10-01,13101,GA,GEORGIA,ECHOLS COUNTY,115
29886,2022-10-01,13103,GA,GEORGIA,EFFINGHAM COUNTY,1487
29887,2022-10-01,13105,GA,GEORGIA,ELBERT COUNTY,1080
29888,2022-10-01,13107,GA,GEORGIA,EMANUEL COUNTY,1736
29889,2022-10-01,13109,GA,GEORGIA,EVANS COUNTY,751
29890,2022-10-01,13111,GA,GEORGIA,FANNIN COUNTY,550
29891,2022-10-01,13113,GA,GEORGIA,FAYETTE COUNTY,1797
29892,2022-10-01,13115,GA,GEORGIA,FLOYD COUNTY,5234
29893,2022-10-01,13117,GA,GEORGIA,FORSYTH COUNTY,1586
29894,2022-10-01,13119,GA,GEORGIA,FRANKLIN COUNTY,1081
29895,2022-10-01,13121,GA,GEORGIA,FULTON COUNTY,55396
29896,2022-10-01,13123,GA,GEORGIA,GILMER COUNTY,738
29897,2022-10-01,13125,GA,GEORGIA,GLASCOCK COUNTY,85
29898,2022-10-01,13127,GA,GEORGIA,GLYNN COUNTY,4537
29899,2022-10-01,13129,GA,GEORGIA,GORDON COUNTY,2302
29900,2022-10-01,13131,GA,GEORGIA,GRADY COUNTY,1564
29901,2022-10-01,13133,GA,GEORGIA,GREENE COUNTY,1034
29902,2022-10-01,13135,GA,GEORGIA,GWINNETT COUNTY,22415
29903,2022-10-01,13137,GA,GEORGIA,HABERSHAM COUNTY,1423
29904,2022-10-01,13139,GA,GEORGIA,HALL COUNTY,7217
29905,2022-10-01,13141,GA,GEORGIA,HANCOCK COUNTY,581
29906,2022-10-01,13143,GA,GEORGIA,HARALSON COUNTY,1456
29907,2022-10-01,13145,GA,GEORGIA,HARRIS COUNTY,988
29908,2022-10-01,13147,GA,GEORGIA,HART COUNTY,1193
29909,2022-10-01,13149,GA,GEORGIA,HEARD COUNTY,704
29910,2022-10-01,13151,GA,GEORGIA,HENRY COUNTY,11008
29911,2022-10-01,13153,GA,GEORGIA,HOUSTON COUNTY,9224
29912,2022-10-01,13155,GA,GEORGIA,IRWIN COUNTY,536
29913,2022-10-01,13157,GA,GEORGIA,JACKSON COUNTY,2195
29914,2022-10-01,13159,GA,GEORGIA,JASPER COUNTY,456
29915,2022-10-01,13161,GA,GEORGIA,JEFF DAVIS COUNTY,807
29916,2022-10-01,13163,GA,GEORGIA,JEFFERSON COUNTY,1105
29917,2022-10-01,13165,GA,GEORGIA,JENKINS COUNTY,666
29918,2022-10-01,13167,GA,GEORGIA,JOHNSON COUNTY,488
29919,2022-10-01,13169,GA,GEORGIA,JONES COUNTY,1463
29920,2022-10-01,13171,GA,GEORGIA,LAMAR COUNTY,1338
29921,2022-10-01,13173,GA,GEORGIA,LANIER COUNTY,573
29922,2022-10-01,13175,GA,GEORGIA,LAURENS COUNTY,4710
29923,2022-10-01,13177,GA,GEORGIA,LEE COUNTY,1092
29924,2022-10-01,13179,GA,GEORGIA,LIBERTY COUNTY,2909
29925,2022-10-01,13181,GA,GEORGIA,LINCOLN COUNTY,369
29926,2022-10-01,13183,GA,GEORGIA,LONG COUNTY,764
29927,2022-10-01,13185,GA,GEORGIA,LOWNDES COUNTY,7658
29928,2022-10-01,13187,GA,GEORGIA,LUMPKIN COUNTY,937
29929,2022-10-01,13189,GA,GEORGIA,MCDUFFIE COUNTY,1630
29930,2022-10-01,13191,GA,GEORGIA,MCINTOSH COUNTY,534
29931,2022-10-01,13193,GA,GEORGIA,MACON COUNTY,1003
29932,2022-10-01,13195,GA,GEORGIA,MADISON COUNTY,1383
29933,2022-10-01,13197,GA,GEORGIA,MARION COUNTY,454
29934,2022-10-01,13199,GA,GEORGIA,MERIWETHER COUNTY,1653
29935,2022-10-01,13201,GA,GEORGIA,MILLER COUNTY,386
29936,2022-10-01,13205,GA,GEORGIA,MITCHELL COUNTY,1813
29937,2022-10-01,13207,GA,GEORGIA,MONROE COUNTY,1214
29938,2022-10-01,13209,GA,GEORGIA,MONTGOMERY COUNTY,456
29939,2022-10-01,13211,GA,GEORGIA,MORGAN COUNTY,773
29940,2022-10-01,13213,GA,GEORGIA,MURRAY COUNTY,3676
29941,2022-10-01,13215,GA,GEORGIA,MUSCOGEE COUNTY,16878
29942,2022-10-01,13217,GA,GEORGIA,NEWTON COUNTY,7429
29943,2022-10-01,13219,GA,GEORGIA,OCONEE COUNTY,582
29944,2022-10-01,13221,GA,GEORGIA,OGLETHORPE COUNTY,689
29945,2022-10-01,13223,GA,GEORGIA,PAULDING COUNTY,4005
29946,2022-10-01,13225,GA,GEORGIA,PEACH COUNTY,1925
29947,2022-10-01,13227,GA,GEORGIA,PICKENS COUNTY,827
29948,2022-10-01,13229,GA,GEORGIA,PIERCE COUNTY,854
29949,2022-10-01,13231,GA,GEORGIA,PIKE COUNTY,332
29950,2022-10-01,13233,GA,GEORGIA,POLK COUNTY,3898
29951,2022-10-01,13235,GA,GEORGIA,PULASKI COUNTY,563
29952,2022-10-01,13237,GA,GEORGIA,PUTNAM COUNTY,1234
29953,2022-10-01,13239,GA,GEORGIA,QUITMAN COUNTY,211
29954,2022-10-01,13241,GA,GEORGIA,RABUN COUNTY,456
29955,2022-10-01,13243,GA,GEORGIA,RANDOLPH COUNTY,683
29956,2022-10-01,13245,GA,GEORGIA,RICHMOND COUNTY,16866
29957,2022-10-01,13247,GA,GEORGIA,ROCKDALE COUNTY,4302
29958,2022-10-01,13249,GA,GEORGIA,SCHLEY COUNTY,210
29959,2022-10-01,13251,GA,GEORGIA,SCREVEN COUNTY,904
29960,2022-10-01,13253,GA,GEORGIA,SEMINOLE COUNTY,584
29961,2022-10-01,13255,GA,GEORGIA,SPALDING COUNTY,5183
29962,2022-10-01,13257,GA,GEORGIA,STEPHENS COUNTY,1651
29963,2022-10-01,13259,GA,GEORGIA,STEWART COUNTY,315
29964,2022-10-01,13261,GA,GEORGIA,SUMTER COUNTY,2692
29965,2022-10-01,13263,GA,GEORGIA,TALBOT COUNTY,426
29966,2022-10-01,13265,GA,GEORGIA,TALIAFERRO COUNTY,134
29967,2022-10-01,13267,GA,GEORGIA,TATTNALL COUNTY,1142
29968,2022-10-01,13269,GA,GEORGIA,TAYLOR COUNTY,585
29969,2022-10-01,13271,GA,GEORGIA,TELFAIR COUNTY,850
29970,2022-10-01,13273,GA,GEORGIA,TERRELL COUNTY,1054
29971,2022-10-01,13275,GA,GEORGIA,THOMAS COUNTY,3328
29972,2022-10-01,13277,GA,GEORGIA,TIFT COUNTY,2476
29973,2022-10-01,13279,GA,GEORGIA,TOOMBS COUNTY,2580
29974,2022-10-01,13281,GA,GEORGIA,TOWNS COUNTY,286
29975,2022-10-01,13283,GA,GEORGIA,TREUTLEN COUNTY,379
29976,2022-10-01,13285,GA,GEORGIA,TROUP COUNTY,6711
29977,2022-10-01,13287,GA,GEORGIA,TURNER COUNTY,787
29978,2022-10-01,13289,GA,GEORGIA,TWIGGS COUNTY,568
29979,2022-10-01,13291,GA,GEORGIA,UNION COUNTY,596
29980,2022-10-01,13293,GA,GEORGIA,UPSON COUNTY,3255
29981,2022-10-01,13295,GA,GEORGIA,WALKER COUNTY,3128
29982,2022-10-01,13297,GA,GEORGIA,WALTON COUNTY,3307
29983,2022-10-01,13299,GA,GEORGIA,WARE COUNTY,2857
29984,2022-10-01,13301,GA,GEORGIA,WARREN COUNTY,340
29985,2022-10-01,13303,GA,GEORGIA,WASHINGTON COUNTY,1881
29986,2022-10-01,13305,GA,GEORGIA,WAYNE COUNTY,1822
29987,2022-10-01,13307,GA,GEORGIA,WEBSTER COUNTY,130
29988,2022-10-01,13309,GA,GEORGIA,WHEELER COUNTY,276
29989,2022-10-01,13311,GA,GEORGIA,WHITE COUNTY,972
29990,2022-10-01,13313,GA,GEORGIA,WHITFIELD COUNTY,6131
29991,2022-10-01,13315,GA,GEORGIA,WILCOX COUNTY,498
29992,2022-10-01,13317,GA,GEORGIA,WILKES COUNTY,716
29993,2022-10-01,13319,GA,GEORGIA,WILKINSON COUNTY,556
29994,2022-10-01,13321,GA,GEORGIA,WORTH COUNTY,1301
29995,2022-10-01,13,GA,GEORGIA,**NOT AVAILABLE**,204
29996,2022-10-01,15001,HI,HAWAII,HAWAII COUNTY,6431
29997,2022-10-01,15003,HI,HAWAII,HONOLULU COUNTY,23570
29998,2022-10-01,15007,HI,HAWAII,KAUAI COUNTY,1202
29999,2022-10-01,15009,HI,HAWAII,MAUI COUNTY,3836
30000,2022-10-01,16001,ID,IDAHO,ADA COUNTY,5327
30001,2022-10-01,16003,ID,IDAHO,ADAMS COUNTY,37
30002,2022-10-01,16005,ID,IDAHO,BANNOCK COUNTY,1892
30003,2022-10-01,16007,ID,IDAHO,BEAR LAKE COUNTY,36
30004,2022-10-01,16009,ID,IDAHO,BENEWAH COUNTY,200
30005,2022-10-01,16011,ID,IDAHO,BINGHAM COUNTY,774
30006,2022-10-01,16013,ID,IDAHO,BLAINE COUNTY,195
30007,2022-10-01,16015,ID,IDAHO,BOISE COUNTY,73
30008,2022-10-01,16017,ID,IDAHO,BONNER COUNTY,462
30009,2022-10-01,16019,ID,IDAHO,BONNEVILLE COUNTY,1878
30010,2022-10-01,16021,ID,IDAHO,BOUNDARY COUNTY,100
30011,2022-10-01,16023,ID,IDAHO,BUTTE COUNTY,67
30012,2022-10-01,16025,ID,IDAHO,CAMAS COUNTY,9
30013,2022-10-01,16027,ID,IDAHO,CANYON COUNTY,3870
30014,2022-10-01,16029,ID,IDAHO,CARIBOU COUNTY,46
30015,2022-10-01,16031,ID,IDAHO,CASSIA COUNTY,374
30016,2022-10-01,16033,ID,IDAHO,CLARK COUNTY,4
30017,2022-10-01,16035,ID,IDAHO,CLEARWATER COUNTY,56
30018,2022-10-01,16037,ID,IDAHO,CUSTER COUNTY,45
30019,2022-10-01,16039,ID,IDAHO,ELMORE COUNTY,438
30020,2022-10-01,16041,ID,IDAHO,FRANKLIN COUNTY,82
30021,2022-10-01,16043,ID,IDAHO,FREMONT COUNTY,110
30022,2022-10-01,16045,ID,IDAHO,GEM COUNTY,248
30023,2022-10-01,16047,ID,IDAHO,GOODING COUNTY,178
30024,2022-10-01,16049,ID,IDAHO,IDAHO COUNTY,77
30025,2022-10-01,16051,ID,IDAHO,JEFFERSON COUNTY,225
30026,2022-10-01,16053,ID,IDAHO,JEROME COUNTY,346
30027,2022-10-01,16055,ID,IDAHO,KOOTENAI COUNTY,4821
30028,2022-10-01,16057,ID,IDAHO,LATAH COUNTY,1045
30029,2022-10-01,16059,ID,IDAHO,LEMHI COUNTY,80
30030,2022-10-01,16061,ID,IDAHO,LEWIS COUNTY,24
30031,2022-10-01,16063,ID,IDAHO,LINCOLN COUNTY,72
30032,2022-10-01,16065,ID,IDAHO,MADISON COUNTY,317
30033,2022-10-01,16067,ID,IDAHO,MINIDOKA COUNTY,320
30034,2022-10-01,16069,ID,IDAHO,NEZ PERCE COUNTY,647
30035,2022-10-01,16071,ID,IDAHO,ONEIDA COUNTY,66
30036,2022-10-01,16073,ID,IDAHO,OWYHEE COUNTY,182
30037,2022-10-01,16075,ID,IDAHO,PAYETTE COUNTY,452
30038,2022-10-01,16077,ID,IDAHO,POWER COUNTY,140
30039,2022-10-01,16079,ID,IDAHO,SHOSHONE COUNTY,192
30040,2022-10-01,16081,ID,IDAHO,TETON COUNTY,37
30041,2022-10-01,16083,ID,IDAHO,TWIN FALLS COUNTY,1579
30042,2022-10-01,16085,ID,IDAHO,VALLEY COUNTY,78
30043,2022-10-01,16087,ID,IDAHO,WASHINGTON COUNTY,194
30044,2022-10-01,16,ID,IDAHO,**NOT AVAILABLE**,16
30045,2022-10-01,17001,IL,ILLINOIS,ADAMS COUNTY,2445
30046,2022-10-01,17003,IL,ILLINOIS,ALEXANDER COUNTY,337
30047,2022-10-01,17005,IL,ILLINOIS,BOND COUNTY,404
30048,2022-10-01,17007,IL,ILLINOIS,BOONE COUNTY,1109
30049,2022-10-01,17009,IL,ILLINOIS,BROWN COUNTY,72
30050,2022-10-01,17011,IL,ILLINOIS,BUREAU COUNTY,800
30051,2022-10-01,17013,IL,ILLINOIS,CALHOUN COUNTY,55
30052,2022-10-01,17015,IL,ILLINOIS,CARROLL COUNTY,317
30053,2022-10-01,17017,IL,ILLINOIS,CASS COUNTY,336
30054,2022-10-01,17019,IL,ILLINOIS,CHAMPAIGN COUNTY,6881
30055,2022-10-01,17021,IL,ILLINOIS,CHRISTIAN COUNTY,1019
30056,2022-10-01,17023,IL,ILLINOIS,CLARK COUNTY,384
30057,2022-10-01,17025,IL,ILLINOIS,CLAY COUNTY,370
30058,2022-10-01,17027,IL,ILLINOIS,CLINTON COUNTY,1076
30059,2022-10-01,17029,IL,ILLINOIS,COLES COUNTY,1996
30060,2022-10-01,17031,IL,ILLINOIS,COOK COUNTY,222189
30061,2022-10-01,17033,IL,ILLINOIS,CRAWFORD COUNTY,386
30062,2022-10-01,17035,IL,ILLINOIS,CUMBERLAND COUNTY,206
30063,2022-10-01,17037,IL,ILLINOIS,DEKALB COUNTY,2782
30064,2022-10-01,17039,IL,ILLINOIS,DE WITT COUNTY,408
30065,2022-10-01,17041,IL,ILLINOIS,DOUGLAS COUNTY,279
30066,2022-10-01,17043,IL,ILLINOIS,DUPAGE COUNTY,11704
30067,2022-10-01,17045,IL,ILLINOIS,EDGAR COUNTY,634
30068,2022-10-01,17047,IL,ILLINOIS,EDWARDS COUNTY,148
30069,2022-10-01,17049,IL,ILLINOIS,EFFINGHAM COUNTY,637
30070,2022-10-01,17051,IL,ILLINOIS,FAYETTE COUNTY,463
30071,2022-10-01,17053,IL,ILLINOIS,FORD COUNTY,289
30072,2022-10-01,17055,IL,ILLINOIS,FRANKLIN COUNTY,2115
30073,2022-10-01,17057,IL,ILLINOIS,FULTON COUNTY,949
30074,2022-10-01,17059,IL,ILLINOIS,GALLATIN COUNTY,249
30075,2022-10-01,17061,IL,ILLINOIS,GREENE COUNTY,340
30076,2022-10-01,17063,IL,ILLINOIS,GRUNDY COUNTY,792
30077,2022-10-01,17065,IL,ILLINOIS,HAMILTON COUNTY,197
30078,2022-10-01,17067,IL,ILLINOIS,HANCOCK COUNTY,348
30079,2022-10-01,17069,IL,ILLINOIS,HARDIN COUNTY,128
30080,2022-10-01,17071,IL,ILLINOIS,HENDERSON COUNTY,106
30081,2022-10-01,17073,IL,ILLINOIS,HENRY COUNTY,1236
30082,2022-10-01,17075,IL,ILLINOIS,IROQUOIS COUNTY,652
30083,2022-10-01,17077,IL,ILLINOIS,JACKSON COUNTY,3148
30084,2022-10-01,17079,IL,ILLINOIS,JASPER COUNTY,159
30085,2022-10-01,17081,IL,ILLINOIS,JEFFERSON COUNTY,2707
30086,2022-10-01,17083,IL,ILLINOIS,JERSEY COUNTY,468
30087,2022-10-01,17085,IL,ILLINOIS,JO DAVIESS COUNTY,280
30088,2022-10-01,17087,IL,ILLINOIS,JOHNSON COUNTY,318
30089,2022-10-01,17089,IL,ILLINOIS,KANE COUNTY,8925
30090,2022-10-01,17091,IL,ILLINOIS,KANKAKEE COUNTY,3768
30091,2022-10-01,17093,IL,ILLINOIS,KENDALL COUNTY,1570
30092,2022-10-01,17095,IL,ILLINOIS,KNOX COUNTY,2234
30093,2022-10-01,17097,IL,ILLINOIS,LAKE COUNTY,12534
30094,2022-10-01,17099,IL,ILLINOIS,LASALLE COUNTY,2795
30095,2022-10-01,17101,IL,ILLINOIS,LAWRENCE COUNTY,488
30096,2022-10-01,17103,IL,ILLINOIS,LEE COUNTY,767
30097,2022-10-01,17105,IL,ILLINOIS,LIVINGSTON COUNTY,745
30098,2022-10-01,17107,IL,ILLINOIS,LOGAN COUNTY,787
30099,2022-10-01,17109,IL,ILLINOIS,MCDONOUGH COUNTY,838
30100,2022-10-01,17111,IL,ILLINOIS,MCHENRY COUNTY,4422
30101,2022-10-01,17113,IL,ILLINOIS,MCLEAN COUNTY,4170
30102,2022-10-01,17115,IL,ILLINOIS,MACON COUNTY,5813
30103,2022-10-01,17117,IL,ILLINOIS,MACOUPIN COUNTY,1233
30104,2022-10-01,17119,IL,ILLINOIS,MADISON COUNTY,16251
30105,2022-10-01,17121,IL,ILLINOIS,MARION COUNTY,3021
30106,2022-10-01,17123,IL,ILLINOIS,MARSHALL COUNTY,270
30107,2022-10-01,17125,IL,ILLINOIS,MASON COUNTY,415
30108,2022-10-01,17127,IL,ILLINOIS,MASSAC COUNTY,782
30109,2022-10-01,17129,IL,ILLINOIS,MENARD COUNTY,254
30110,2022-10-01,17131,IL,ILLINOIS,MERCER COUNTY,235
30111,2022-10-01,17133,IL,ILLINOIS,MONROE COUNTY,392
30112,2022-10-01,17135,IL,ILLINOIS,MONTGOMERY COUNTY,846
30113,2022-10-01,17137,IL,ILLINOIS,MORGAN COUNTY,1136
30114,2022-10-01,17139,IL,ILLINOIS,MOULTRIE COUNTY,214
30115,2022-10-01,17141,IL,ILLINOIS,OGLE COUNTY,940
30116,2022-10-01,17143,IL,ILLINOIS,PEORIA COUNTY,10607
30117,2022-10-01,17145,IL,ILLINOIS,PERRY COUNTY,627
30118,2022-10-01,17147,IL,ILLINOIS,PIATT COUNTY,191
30119,2022-10-01,17149,IL,ILLINOIS,PIKE COUNTY,344
30120,2022-10-01,17151,IL,ILLINOIS,POPE COUNTY,111
30121,2022-10-01,17153,IL,ILLINOIS,PULASKI COUNTY,256
30122,2022-10-01,17155,IL,ILLINOIS,PUTNAM COUNTY,75
30123,2022-10-01,17157,IL,ILLINOIS,RANDOLPH COUNTY,636
30124,2022-10-01,17159,IL,ILLINOIS,RICHLAND COUNTY,629
30125,2022-10-01,17161,IL,ILLINOIS,ROCK ISLAND COUNTY,5556
30126,2022-10-01,17163,IL,ILLINOIS,ST. CLAIR COUNTY,19739
30127,2022-10-01,17165,IL,ILLINOIS,SALINE COUNTY,1140
30128,2022-10-01,17167,IL,ILLINOIS,SANGAMON COUNTY,8554
30129,2022-10-01,17169,IL,ILLINOIS,SCHUYLER COUNTY,156
30130,2022-10-01,17171,IL,ILLINOIS,SCOTT COUNTY,107
30131,2022-10-01,17173,IL,ILLINOIS,SHELBY COUNTY,326
30132,2022-10-01,17175,IL,ILLINOIS,STARK COUNTY,95
30133,2022-10-01,17177,IL,ILLINOIS,STEPHENSON COUNTY,1763
30134,2022-10-01,17179,IL,ILLINOIS,TAZEWELL COUNTY,3771
30135,2022-10-01,17181,IL,ILLINOIS,UNION COUNTY,583
30136,2022-10-01,17183,IL,ILLINOIS,VERMILION COUNTY,4933
30137,2022-10-01,17185,IL,ILLINOIS,WABASH COUNTY,299
30138,2022-10-01,17187,IL,ILLINOIS,WARREN COUNTY,424
30139,2022-10-01,17189,IL,ILLINOIS,WASHINGTON COUNTY,403
30140,2022-10-01,17191,IL,ILLINOIS,WAYNE COUNTY,322
30141,2022-10-01,17193,IL,ILLINOIS,WHITE COUNTY,443
30142,2022-10-01,17195,IL,ILLINOIS,WHITESIDE COUNTY,1702
30143,2022-10-01,17197,IL,ILLINOIS,WILL COUNTY,12319
30144,2022-10-01,17199,IL,ILLINOIS,WILLIAMSON COUNTY,3029
30145,2022-10-01,17201,IL,ILLINOIS,WINNEBAGO COUNTY,15787
30146,2022-10-01,17203,IL,ILLINOIS,WOODFORD COUNTY,466
30147,2022-10-01,17,IL,ILLINOIS,**NOT AVAILABLE**,149
30148,2022-10-01,18001,IN,INDIANA,ADAMS COUNTY,592
30149,2022-10-01,18003,IN,INDIANA,ALLEN COUNTY,15234
30150,2022-10-01,18005,IN,INDIANA,BARTHOLOMEW COUNTY,2530
30151,2022-10-01,18007,IN,INDIANA,BENTON COUNTY,189
30152,2022-10-01,18009,IN,INDIANA,BLACKFORD COUNTY,538
30153,2022-10-01,18011,IN,INDIANA,BOONE COUNTY,1008
30154,2022-10-01,18013,IN,INDIANA,BROWN COUNTY,256
30155,2022-10-01,18015,IN,INDIANA,CARROLL COUNTY,401
30156,2022-10-01,18017,IN,INDIANA,CASS COUNTY,1202
30157,2022-10-01,18019,IN,INDIANA,CLARK COUNTY,7050
30158,2022-10-01,18021,IN,INDIANA,CLAY COUNTY,1087
30159,2022-10-01,18023,IN,INDIANA,CLINTON COUNTY,1002
30160,2022-10-01,18025,IN,INDIANA,CRAWFORD COUNTY,349
30161,2022-10-01,18027,IN,INDIANA,DAVIESS COUNTY,844
30162,2022-10-01,18029,IN,INDIANA,DEARBORN COUNTY,1189
30163,2022-10-01,18031,IN,INDIANA,DECATUR COUNTY,762
30164,2022-10-01,18033,IN,INDIANA,DEKALB COUNTY,952
30165,2022-10-01,18035,IN,INDIANA,DELAWARE COUNTY,6294
30166,2022-10-01,18037,IN,INDIANA,DUBOIS COUNTY,1171
30167,2022-10-01,18039,IN,INDIANA,ELKHART COUNTY,5385
30168,2022-10-01,18041,IN,INDIANA,FAYETTE COUNTY,1560
30169,2022-10-01,18043,IN,INDIANA,FLOYD COUNTY,4121
30170,2022-10-01,18045,IN,INDIANA,FOUNTAIN COUNTY,378
30171,2022-10-01,18047,IN,INDIANA,FRANKLIN COUNTY,349
30172,2022-10-01,18049,IN,INDIANA,FULTON COUNTY,627
30173,2022-10-01,18051,IN,INDIANA,GIBSON COUNTY,1634
30174,2022-10-01,18053,IN,INDIANA,GRANT COUNTY,6095
30175,2022-10-01,18055,IN,INDIANA,GREENE COUNTY,1015
30176,2022-10-01,18057,IN,INDIANA,HAMILTON COUNTY,3560
30177,2022-10-01,18059,IN,INDIANA,HANCOCK COUNTY,1433
30178,2022-10-01,18061,IN,INDIANA,HARRISON COUNTY,1307
