"Column Name","Label"
"S2201_C02_027MA","Annotation of Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C02_028E","Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C02_028M","Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C02_028MA","Annotation of Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C02_028EA","Annotation of Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C02_029E","Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C02_029EA","Annotation of Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C02_029M","Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C02_029MA","Annotation of Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C02_030E","Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C02_030M","Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C02_030MA","Annotation of Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C02_030EA","Annotation of Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C02_031E","Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C02_031M","Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C02_031MA","Annotation of Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C02_031EA","Annotation of Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C02_032E","Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C02_032M","Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C02_032MA","Annotation of Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C02_032EA","Annotation of Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C02_033E","Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C02_033M","Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C02_033MA","Annotation of Margin of Error!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C02_033EA","Annotation of Estimate!!Percent!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C02_034E","Estimate!!Percent!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C02_034M","Margin of Error!!Percent!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C02_034MA","Annotation of Margin of Error!!Percent!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C02_034EA","Annotation of Estimate!!Percent!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C02_035E","Estimate!!Percent!!WORK STATUS!!Families"
"S2201_C02_035M","Margin of Error!!Percent!!WORK STATUS!!Families"
"S2201_C02_035MA","Annotation of Margin of Error!!Percent!!WORK STATUS!!Families"
"S2201_C02_035EA","Annotation of Estimate!!Percent!!WORK STATUS!!Families"
"S2201_C02_036E","Estimate!!Percent!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C02_036M","Margin of Error!!Percent!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C02_036MA","Annotation of Margin of Error!!Percent!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C02_036EA","Annotation of Estimate!!Percent!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C02_037E","Estimate!!Percent!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C02_037M","Margin of Error!!Percent!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C02_037MA","Annotation of Margin of Error!!Percent!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C02_037EA","Annotation of Estimate!!Percent!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C02_038E","Estimate!!Percent!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C02_038EA","Annotation of Estimate!!Percent!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C02_038M","Margin of Error!!Percent!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C02_038MA","Annotation of Margin of Error!!Percent!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C03_001E","Estimate!!Households receiving food stamps/SNAP!!Households"
"S2201_C03_001M","Margin of Error!!Households receiving food stamps/SNAP!!Households"
"S2201_C03_001MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households"
"S2201_C03_001EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households"
"S2201_C03_002E","Estimate!!Households receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C03_002M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C03_002MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C03_002EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C03_003E","Estimate!!Households receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C03_003M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C03_003MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C03_003EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C03_004E","Estimate!!Households receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C03_004M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C03_004MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C03_004EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C03_005E","Estimate!!Households receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C03_005EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C03_005M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C03_005MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C03_006E","Estimate!!Households receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C03_006M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C03_006MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C03_006EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C03_007E","Estimate!!Households receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C03_007EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C03_007M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C03_007MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C03_008E","Estimate!!Households receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C03_008M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C03_008MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C03_008EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C03_009E","Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C03_009M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C03_009MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C03_009EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C03_010E","Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C03_010M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C03_010MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C03_010EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C03_011E","Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C03_011M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C03_011MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C03_011EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C03_012E","Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C03_012M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C03_012MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C03_012EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C03_013E","Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C03_013M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C03_013MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C03_013EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C03_014E","Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C03_014M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C03_014MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C03_014EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C03_015E","Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C03_015M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C03_015MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C03_015EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C03_016E","Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C03_016M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C03_016MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C03_016EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C03_017E","Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C03_017M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C03_017MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C03_017EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C03_018E","Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C03_018EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C03_018M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C03_018MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C03_019E","Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C03_019M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C03_019MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C03_019EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C03_020E","Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C03_020M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C03_020MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C03_020EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C03_021E","Estimate!!Households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C03_021M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C03_021MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C03_021EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C03_022E","Estimate!!Households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C03_022M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C03_022MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C03_022EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C03_023E","Estimate!!Households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C03_023M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C03_023MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C03_023EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C03_024E","Estimate!!Households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C03_024M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C03_024MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C03_024EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C03_025E","Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C03_025EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C03_025M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C03_025MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C03_026E","Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C03_026M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C03_026MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C03_026EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C03_027E","Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C03_027M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C03_027MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C03_027EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C03_028E","Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C03_028M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C03_028MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C03_028EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C03_029E","Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C03_029EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C03_029M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C03_029MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C03_030E","Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C03_030M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C03_030MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C03_030EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C03_031E","Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C03_031M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C03_031MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C03_031EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C03_032E","Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C03_032M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C03_032MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C03_032EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C03_033E","Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C03_033M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C03_033MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C03_033EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C03_034E","Estimate!!Households receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C03_034M","Margin of Error!!Households receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C03_034MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C03_034EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C03_035E","Estimate!!Households receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C03_035M","Margin of Error!!Households receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C03_035MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C03_035EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C03_036E","Estimate!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C03_036EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C03_036M","Margin of Error!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C03_036MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C03_037E","Estimate!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C03_037M","Margin of Error!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C03_037MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C03_037EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C03_038E","Estimate!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C03_038EA","Annotation of Estimate!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C03_038M","Margin of Error!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C03_038MA","Annotation of Margin of Error!!Households receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C04_001E","Estimate!!Percent households receiving food stamps/SNAP!!Households"
"S2201_C04_001EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households"
"S2201_C04_001M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households"
"S2201_C04_001MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households"
"S2201_C04_002E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C04_002M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C04_002MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C04_002EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C04_003E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C04_003M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
