,Data Month,FIPS,State,State Name,County Name,Jan22 ACP Total Households
375,2022-01-01,12097,FL,FLORIDA,OSCEOLA COUNTY,18309
376,2022-01-01,12099,FL,FLORIDA,PALM BEACH COUNTY,23149
377,2022-01-01,12101,FL,FLORIDA,PASCO COUNTY,21763
378,2022-01-01,12103,FL,FLORIDA,PINELLAS COUNTY,33722
379,2022-01-01,12105,FL,FLORIDA,POLK COUNTY,36041
380,2022-01-01,12107,FL,FLORIDA,PUTNAM COUNTY,4692
381,2022-01-01,12109,FL,FLORIDA,ST. JOHNS COUNTY,2126
382,2022-01-01,12111,FL,FLORIDA,ST. LUCIE COUNTY,9036
383,2022-01-01,12113,FL,FLORIDA,SANTA ROSA COUNTY,2476
384,2022-01-01,12115,FL,FLORIDA,SARASOTA COUNTY,4954
385,2022-01-01,12117,FL,FLORIDA,SEMINOLE COUNTY,13106
386,2022-01-01,12119,FL,FLORIDA,SUMTER COUNTY,2555
387,2022-01-01,12121,FL,FLORIDA,SUWANNEE COUNTY,1972
388,2022-01-01,12123,FL,FLORIDA,TAYLOR COUNTY,1039
389,2022-01-01,12125,FL,FLORIDA,UNION COUNTY,540
390,2022-01-01,12127,FL,FLORIDA,VOLUSIA COUNTY,22364
391,2022-01-01,12129,FL,FLORIDA,WAKULLA COUNTY,713
392,2022-01-01,12131,FL,FLORIDA,WALTON COUNTY,1615
393,2022-01-01,12133,FL,FLORIDA,WASHINGTON COUNTY,1076
394,2022-01-01,12,FL,FLORIDA,**NOT AVAILABLE**,413
395,2022-01-01,13001,GA,GEORGIA,APPLING COUNTY,580
396,2022-01-01,13003,GA,GEORGIA,ATKINSON COUNTY,208
397,2022-01-01,13005,GA,GEORGIA,BACON COUNTY,555
398,2022-01-01,13007,GA,GEORGIA,BAKER COUNTY,169
399,2022-01-01,13009,GA,GEORGIA,BALDWIN COUNTY,3047
400,2022-01-01,13011,GA,GEORGIA,BANKS COUNTY,486
401,2022-01-01,13013,GA,GEORGIA,BARROW COUNTY,1897
402,2022-01-01,13015,GA,GEORGIA,BARTOW COUNTY,2808
403,2022-01-01,13017,GA,GEORGIA,BEN HILL COUNTY,862
404,2022-01-01,13019,GA,GEORGIA,BERRIEN COUNTY,702
405,2022-01-01,13021,GA,GEORGIA,BIBB COUNTY,12508
406,2022-01-01,13023,GA,GEORGIA,BLECKLEY COUNTY,357
407,2022-01-01,13025,GA,GEORGIA,BRANTLEY COUNTY,617
408,2022-01-01,13027,GA,GEORGIA,BROOKS COUNTY,997
409,2022-01-01,13029,GA,GEORGIA,BRYAN COUNTY,636
410,2022-01-01,13031,GA,GEORGIA,BULLOCH COUNTY,2591
411,2022-01-01,13033,GA,GEORGIA,BURKE COUNTY,1249
412,2022-01-01,13035,GA,GEORGIA,BUTTS COUNTY,1049
413,2022-01-01,13037,GA,GEORGIA,CALHOUN COUNTY,232
414,2022-01-01,13039,GA,GEORGIA,CAMDEN COUNTY,1028
415,2022-01-01,13043,GA,GEORGIA,CANDLER COUNTY,485
416,2022-01-01,13045,GA,GEORGIA,CARROLL COUNTY,4383
417,2022-01-01,13047,GA,GEORGIA,CATOOSA COUNTY,1637
418,2022-01-01,13049,GA,GEORGIA,CHARLTON COUNTY,364
419,2022-01-01,13051,GA,GEORGIA,CHATHAM COUNTY,10957
420,2022-01-01,13053,GA,GEORGIA,CHATTAHOOCHEE COUNTY,182
421,2022-01-01,13055,GA,GEORGIA,CHATTOOGA COUNTY,1558
422,2022-01-01,13057,GA,GEORGIA,CHEROKEE COUNTY,1979
423,2022-01-01,13059,GA,GEORGIA,CLARKE COUNTY,5891
424,2022-01-01,13061,GA,GEORGIA,CLAY COUNTY,227
425,2022-01-01,13063,GA,GEORGIA,CLAYTON COUNTY,16117
426,2022-01-01,13065,GA,GEORGIA,CLINCH COUNTY,361
427,2022-01-01,13067,GA,GEORGIA,COBB COUNTY,11193
428,2022-01-01,13069,GA,GEORGIA,COFFEE COUNTY,2299
429,2022-01-01,13071,GA,GEORGIA,COLQUITT COUNTY,2049
430,2022-01-01,13073,GA,GEORGIA,COLUMBIA COUNTY,1758
431,2022-01-01,13075,GA,GEORGIA,COOK COUNTY,865
432,2022-01-01,13077,GA,GEORGIA,COWETA COUNTY,3211
433,2022-01-01,13079,GA,GEORGIA,CRAWFORD COUNTY,289
434,2022-01-01,13081,GA,GEORGIA,CRISP COUNTY,1714
435,2022-01-01,13083,GA,GEORGIA,DADE COUNTY,417
436,2022-01-01,13085,GA,GEORGIA,DAWSON COUNTY,377
437,2022-01-01,13087,GA,GEORGIA,DECATUR COUNTY,1413
438,2022-01-01,13089,GA,GEORGIA,DEKALB COUNTY,26975
439,2022-01-01,13091,GA,GEORGIA,DODGE COUNTY,761
440,2022-01-01,13093,GA,GEORGIA,DOOLY COUNTY,513
441,2022-01-01,13095,GA,GEORGIA,DOUGHERTY COUNTY,8169
442,2022-01-01,13097,GA,GEORGIA,DOUGLAS COUNTY,4148
443,2022-01-01,13099,GA,GEORGIA,EARLY COUNTY,746
444,2022-01-01,13101,GA,GEORGIA,ECHOLS COUNTY,63
445,2022-01-01,13103,GA,GEORGIA,EFFINGHAM COUNTY,965
446,2022-01-01,13105,GA,GEORGIA,ELBERT COUNTY,790
447,2022-01-01,13107,GA,GEORGIA,EMANUEL COUNTY,1199
448,2022-01-01,13109,GA,GEORGIA,EVANS COUNTY,365
449,2022-01-01,13111,GA,GEORGIA,FANNIN COUNTY,376
450,2022-01-01,13113,GA,GEORGIA,FAYETTE COUNTY,1057
451,2022-01-01,13115,GA,GEORGIA,FLOYD COUNTY,3479
452,2022-01-01,13117,GA,GEORGIA,FORSYTH COUNTY,956
453,2022-01-01,13119,GA,GEORGIA,FRANKLIN COUNTY,810
454,2022-01-01,13121,GA,GEORGIA,FULTON COUNTY,42519
455,2022-01-01,13123,GA,GEORGIA,GILMER COUNTY,451
456,2022-01-01,13125,GA,GEORGIA,GLASCOCK COUNTY,53
457,2022-01-01,13127,GA,GEORGIA,GLYNN COUNTY,3381
458,2022-01-01,13129,GA,GEORGIA,GORDON COUNTY,1712
459,2022-01-01,13131,GA,GEORGIA,GRADY COUNTY,1093
460,2022-01-01,13133,GA,GEORGIA,GREENE COUNTY,605
461,2022-01-01,13135,GA,GEORGIA,GWINNETT COUNTY,12786
462,2022-01-01,13137,GA,GEORGIA,HABERSHAM COUNTY,959
463,2022-01-01,13139,GA,GEORGIA,HALL COUNTY,4369
464,2022-01-01,13141,GA,GEORGIA,HANCOCK COUNTY,342
465,2022-01-01,13143,GA,GEORGIA,HARALSON COUNTY,985
466,2022-01-01,13145,GA,GEORGIA,HARRIS COUNTY,537
467,2022-01-01,13147,GA,GEORGIA,HART COUNTY,714
468,2022-01-01,13149,GA,GEORGIA,HEARD COUNTY,380
469,2022-01-01,13151,GA,GEORGIA,HENRY COUNTY,5928
470,2022-01-01,13153,GA,GEORGIA,HOUSTON COUNTY,5751
471,2022-01-01,13155,GA,GEORGIA,IRWIN COUNTY,297
472,2022-01-01,13157,GA,GEORGIA,JACKSON COUNTY,1590
473,2022-01-01,13159,GA,GEORGIA,JASPER COUNTY,276
474,2022-01-01,13161,GA,GEORGIA,JEFF DAVIS COUNTY,472
475,2022-01-01,13163,GA,GEORGIA,JEFFERSON COUNTY,700
476,2022-01-01,13165,GA,GEORGIA,JENKINS COUNTY,434
477,2022-01-01,13167,GA,GEORGIA,JOHNSON COUNTY,337
478,2022-01-01,13169,GA,GEORGIA,JONES COUNTY,958
479,2022-01-01,13171,GA,GEORGIA,LAMAR COUNTY,930
480,2022-01-01,13173,GA,GEORGIA,LANIER COUNTY,420
481,2022-01-01,13175,GA,GEORGIA,LAURENS COUNTY,3581
482,2022-01-01,13177,GA,GEORGIA,LEE COUNTY,743
483,2022-01-01,13179,GA,GEORGIA,LIBERTY COUNTY,2330
484,2022-01-01,13181,GA,GEORGIA,LINCOLN COUNTY,148
485,2022-01-01,13183,GA,GEORGIA,LONG COUNTY,482
486,2022-01-01,13185,GA,GEORGIA,LOWNDES COUNTY,5614
487,2022-01-01,13187,GA,GEORGIA,LUMPKIN COUNTY,670
488,2022-01-01,13189,GA,GEORGIA,MCDUFFIE COUNTY,1222
489,2022-01-01,13191,GA,GEORGIA,MCINTOSH COUNTY,430
490,2022-01-01,13193,GA,GEORGIA,MACON COUNTY,740
491,2022-01-01,13195,GA,GEORGIA,MADISON COUNTY,881
492,2022-01-01,13197,GA,GEORGIA,MARION COUNTY,273
493,2022-01-01,13199,GA,GEORGIA,MERIWETHER COUNTY,976
494,2022-01-01,13201,GA,GEORGIA,MILLER COUNTY,204
495,2022-01-01,13205,GA,GEORGIA,MITCHELL COUNTY,1347
496,2022-01-01,13207,GA,GEORGIA,MONROE COUNTY,746
497,2022-01-01,13209,GA,GEORGIA,MONTGOMERY COUNTY,289
498,2022-01-01,13211,GA,GEORGIA,MORGAN COUNTY,526
499,2022-01-01,13213,GA,GEORGIA,MURRAY COUNTY,2287
500,2022-01-01,13215,GA,GEORGIA,MUSCOGEE COUNTY,12132
501,2022-01-01,13217,GA,GEORGIA,NEWTON COUNTY,4707
502,2022-01-01,13219,GA,GEORGIA,OCONEE COUNTY,304
503,2022-01-01,13221,GA,GEORGIA,OGLETHORPE COUNTY,401
504,2022-01-01,13223,GA,GEORGIA,PAULDING COUNTY,2500
505,2022-01-01,13225,GA,GEORGIA,PEACH COUNTY,1301
506,2022-01-01,13227,GA,GEORGIA,PICKENS COUNTY,535
507,2022-01-01,13229,GA,GEORGIA,PIERCE COUNTY,559
508,2022-01-01,13231,GA,GEORGIA,PIKE COUNTY,224
509,2022-01-01,13233,GA,GEORGIA,POLK COUNTY,2475
510,2022-01-01,13235,GA,GEORGIA,PULASKI COUNTY,383
511,2022-01-01,13237,GA,GEORGIA,PUTNAM COUNTY,778
512,2022-01-01,13239,GA,GEORGIA,QUITMAN COUNTY,140
513,2022-01-01,13241,GA,GEORGIA,RABUN COUNTY,276
514,2022-01-01,13243,GA,GEORGIA,RANDOLPH COUNTY,389
515,2022-01-01,13245,GA,GEORGIA,RICHMOND COUNTY,13258
516,2022-01-01,13247,GA,GEORGIA,ROCKDALE COUNTY,2900
517,2022-01-01,13249,GA,GEORGIA,SCHLEY COUNTY,111
518,2022-01-01,13251,GA,GEORGIA,SCREVEN COUNTY,673
519,2022-01-01,13253,GA,GEORGIA,SEMINOLE COUNTY,478
520,2022-01-01,13255,GA,GEORGIA,SPALDING COUNTY,3611
521,2022-01-01,13257,GA,GEORGIA,STEPHENS COUNTY,1150
522,2022-01-01,13259,GA,GEORGIA,STEWART COUNTY,165
523,2022-01-01,13261,GA,GEORGIA,SUMTER COUNTY,1681
524,2022-01-01,13263,GA,GEORGIA,TALBOT COUNTY,221
525,2022-01-01,13265,GA,GEORGIA,TALIAFERRO COUNTY,85
526,2022-01-01,13267,GA,GEORGIA,TATTNALL COUNTY,727
527,2022-01-01,13269,GA,GEORGIA,TAYLOR COUNTY,221
528,2022-01-01,13271,GA,GEORGIA,TELFAIR COUNTY,477
529,2022-01-01,13273,GA,GEORGIA,TERRELL COUNTY,693
530,2022-01-01,13275,GA,GEORGIA,THOMAS COUNTY,2020
531,2022-01-01,13277,GA,GEORGIA,TIFT COUNTY,1981
532,2022-01-01,13279,GA,GEORGIA,TOOMBS COUNTY,1337
533,2022-01-01,13281,GA,GEORGIA,TOWNS COUNTY,190
534,2022-01-01,13283,GA,GEORGIA,TREUTLEN COUNTY,291
535,2022-01-01,13285,GA,GEORGIA,TROUP COUNTY,4429
536,2022-01-01,13287,GA,GEORGIA,TURNER COUNTY,605
537,2022-01-01,13289,GA,GEORGIA,TWIGGS COUNTY,354
538,2022-01-01,13291,GA,GEORGIA,UNION COUNTY,371
539,2022-01-01,13293,GA,GEORGIA,UPSON COUNTY,2123
540,2022-01-01,13295,GA,GEORGIA,WALKER COUNTY,2150
541,2022-01-01,13297,GA,GEORGIA,WALTON COUNTY,2217
542,2022-01-01,13299,GA,GEORGIA,WARE COUNTY,2247
543,2022-01-01,13301,GA,GEORGIA,WARREN COUNTY,218
544,2022-01-01,13303,GA,GEORGIA,WASHINGTON COUNTY,1287
545,2022-01-01,13305,GA,GEORGIA,WAYNE COUNTY,1322
546,2022-01-01,13307,GA,GEORGIA,WEBSTER COUNTY,63
547,2022-01-01,13309,GA,GEORGIA,WHEELER COUNTY,166
548,2022-01-01,13311,GA,GEORGIA,WHITE COUNTY,671
549,2022-01-01,13313,GA,GEORGIA,WHITFIELD COUNTY,3811
550,2022-01-01,13315,GA,GEORGIA,WILCOX COUNTY,292
551,2022-01-01,13317,GA,GEORGIA,WILKES COUNTY,419
552,2022-01-01,13319,GA,GEORGIA,WILKINSON COUNTY,323
553,2022-01-01,13321,GA,GEORGIA,WORTH COUNTY,991
554,2022-01-01,13,GA,GEORGIA,**NOT AVAILABLE**,293
555,2022-01-01,66010,GU,GUAM,GUAM,602
556,2022-01-01,15001,HI,HAWAII,HAWAII COUNTY,3747
557,2022-01-01,15003,HI,HAWAII,HONOLULU COUNTY,13513
558,2022-01-01,15007,HI,HAWAII,KAUAI COUNTY,625
559,2022-01-01,15009,HI,HAWAII,MAUI COUNTY,1756
560,2022-01-01,15,HI,HAWAII,**NOT AVAILABLE**,3
561,2022-01-01,16001,ID,IDAHO,ADA COUNTY,3582
562,2022-01-01,16003,ID,IDAHO,ADAMS COUNTY,18
563,2022-01-01,16005,ID,IDAHO,BANNOCK COUNTY,1218
564,2022-01-01,16007,ID,IDAHO,BEAR LAKE COUNTY,30
565,2022-01-01,16009,ID,IDAHO,BENEWAH COUNTY,95
566,2022-01-01,16011,ID,IDAHO,BINGHAM COUNTY,560
567,2022-01-01,16013,ID,IDAHO,BLAINE COUNTY,94
568,2022-01-01,16015,ID,IDAHO,BOISE COUNTY,36
569,2022-01-01,16017,ID,IDAHO,BONNER COUNTY,310
570,2022-01-01,16019,ID,IDAHO,BONNEVILLE COUNTY,1336
571,2022-01-01,16021,ID,IDAHO,BOUNDARY COUNTY,61
572,2022-01-01,16023,ID,IDAHO,BUTTE COUNTY,38
573,2022-01-01,16025,ID,IDAHO,CAMAS COUNTY,5
574,2022-01-01,16027,ID,IDAHO,CANYON COUNTY,2640
575,2022-01-01,16029,ID,IDAHO,CARIBOU COUNTY,33
576,2022-01-01,16031,ID,IDAHO,CASSIA COUNTY,214
577,2022-01-01,16035,ID,IDAHO,CLEARWATER COUNTY,32
578,2022-01-01,16037,ID,IDAHO,CUSTER COUNTY,30
579,2022-01-01,16039,ID,IDAHO,ELMORE COUNTY,323
580,2022-01-01,16041,ID,IDAHO,FRANKLIN COUNTY,56
581,2022-01-01,16043,ID,IDAHO,FREMONT COUNTY,82
582,2022-01-01,16045,ID,IDAHO,GEM COUNTY,176
583,2022-01-01,16047,ID,IDAHO,GOODING COUNTY,102
584,2022-01-01,16049,ID,IDAHO,IDAHO COUNTY,50
585,2022-01-01,16051,ID,IDAHO,JEFFERSON COUNTY,151
586,2022-01-01,16053,ID,IDAHO,JEROME COUNTY,231
587,2022-01-01,16055,ID,IDAHO,KOOTENAI COUNTY,2464
588,2022-01-01,16057,ID,IDAHO,LATAH COUNTY,593
589,2022-01-01,16059,ID,IDAHO,LEMHI COUNTY,36
590,2022-01-01,16061,ID,IDAHO,LEWIS COUNTY,17
591,2022-01-01,16063,ID,IDAHO,LINCOLN COUNTY,32
592,2022-01-01,16065,ID,IDAHO,MADISON COUNTY,197
593,2022-01-01,16067,ID,IDAHO,MINIDOKA COUNTY,171
594,2022-01-01,16069,ID,IDAHO,NEZ PERCE COUNTY,483
595,2022-01-01,16071,ID,IDAHO,ONEIDA COUNTY,28
596,2022-01-01,16073,ID,IDAHO,OWYHEE COUNTY,116
597,2022-01-01,16075,ID,IDAHO,PAYETTE COUNTY,303
598,2022-01-01,16077,ID,IDAHO,POWER COUNTY,128
599,2022-01-01,16079,ID,IDAHO,SHOSHONE COUNTY,118
600,2022-01-01,16081,ID,IDAHO,TETON COUNTY,15
601,2022-01-01,16083,ID,IDAHO,TWIN FALLS COUNTY,1022
602,2022-01-01,16085,ID,IDAHO,VALLEY COUNTY,56
603,2022-01-01,16087,ID,IDAHO,WASHINGTON COUNTY,140
604,2022-01-01,16,ID,IDAHO,**NOT AVAILABLE**,17
605,2022-01-01,16033,ID,IDAHO,CLARK COUNTY,5
606,2022-01-01,17001,IL,ILLINOIS,ADAMS COUNTY,2066
607,2022-01-01,17003,IL,ILLINOIS,ALEXANDER COUNTY,216
608,2022-01-01,17005,IL,ILLINOIS,BOND COUNTY,287
609,2022-01-01,17007,IL,ILLINOIS,BOONE COUNTY,642
610,2022-01-01,17009,IL,ILLINOIS,BROWN COUNTY,47
611,2022-01-01,17011,IL,ILLINOIS,BUREAU COUNTY,549
612,2022-01-01,17013,IL,ILLINOIS,CALHOUN COUNTY,33
613,2022-01-01,17015,IL,ILLINOIS,CARROLL COUNTY,205
614,2022-01-01,17017,IL,ILLINOIS,CASS COUNTY,229
615,2022-01-01,17019,IL,ILLINOIS,CHAMPAIGN COUNTY,4778
616,2022-01-01,17021,IL,ILLINOIS,CHRISTIAN COUNTY,756
617,2022-01-01,17023,IL,ILLINOIS,CLARK COUNTY,332
618,2022-01-01,17025,IL,ILLINOIS,CLAY COUNTY,242
619,2022-01-01,17027,IL,ILLINOIS,CLINTON COUNTY,483
620,2022-01-01,17029,IL,ILLINOIS,COLES COUNTY,1451
621,2022-01-01,17031,IL,ILLINOIS,COOK COUNTY,150197
622,2022-01-01,17033,IL,ILLINOIS,CRAWFORD COUNTY,282
623,2022-01-01,17035,IL,ILLINOIS,CUMBERLAND COUNTY,142
624,2022-01-01,17037,IL,ILLINOIS,DEKALB COUNTY,1796
625,2022-01-01,17039,IL,ILLINOIS,DE WITT COUNTY,273
626,2022-01-01,17041,IL,ILLINOIS,DOUGLAS COUNTY,185
627,2022-01-01,17043,IL,ILLINOIS,DUPAGE COUNTY,7117
628,2022-01-01,17045,IL,ILLINOIS,EDGAR COUNTY,514
629,2022-01-01,17047,IL,ILLINOIS,EDWARDS COUNTY,101
630,2022-01-01,17049,IL,ILLINOIS,EFFINGHAM COUNTY,482
631,2022-01-01,17051,IL,ILLINOIS,FAYETTE COUNTY,345
632,2022-01-01,17053,IL,ILLINOIS,FORD COUNTY,181
633,2022-01-01,17055,IL,ILLINOIS,FRANKLIN COUNTY,1607
634,2022-01-01,17057,IL,ILLINOIS,FULTON COUNTY,694
635,2022-01-01,17059,IL,ILLINOIS,GALLATIN COUNTY,189
636,2022-01-01,17061,IL,ILLINOIS,GREENE COUNTY,196
637,2022-01-01,17063,IL,ILLINOIS,GRUNDY COUNTY,488
638,2022-01-01,17065,IL,ILLINOIS,HAMILTON COUNTY,127
639,2022-01-01,17067,IL,ILLINOIS,HANCOCK COUNTY,224
640,2022-01-01,17069,IL,ILLINOIS,HARDIN COUNTY,74
641,2022-01-01,17071,IL,ILLINOIS,HENDERSON COUNTY,66
642,2022-01-01,17073,IL,ILLINOIS,HENRY COUNTY,994
643,2022-01-01,17075,IL,ILLINOIS,IROQUOIS COUNTY,465
644,2022-01-01,17077,IL,ILLINOIS,JACKSON COUNTY,2637
645,2022-01-01,17079,IL,ILLINOIS,JASPER COUNTY,118
646,2022-01-01,17081,IL,ILLINOIS,JEFFERSON COUNTY,1858
647,2022-01-01,17083,IL,ILLINOIS,JERSEY COUNTY,328
648,2022-01-01,17085,IL,ILLINOIS,JO DAVIESS COUNTY,197
649,2022-01-01,17087,IL,ILLINOIS,JOHNSON COUNTY,209
650,2022-01-01,17089,IL,ILLINOIS,KANE COUNTY,5698
651,2022-01-01,17091,IL,ILLINOIS,KANKAKEE COUNTY,2754
652,2022-01-01,17093,IL,ILLINOIS,KENDALL COUNTY,911
653,2022-01-01,17095,IL,ILLINOIS,KNOX COUNTY,1767
654,2022-01-01,17097,IL,ILLINOIS,LAKE COUNTY,7609
655,2022-01-01,17099,IL,ILLINOIS,LASALLE COUNTY,1703
656,2022-01-01,17101,IL,ILLINOIS,LAWRENCE COUNTY,337
657,2022-01-01,17103,IL,ILLINOIS,LEE COUNTY,543
658,2022-01-01,17105,IL,ILLINOIS,LIVINGSTON COUNTY,432
659,2022-01-01,17107,IL,ILLINOIS,LOGAN COUNTY,549
660,2022-01-01,17109,IL,ILLINOIS,MCDONOUGH COUNTY,584
661,2022-01-01,17111,IL,ILLINOIS,MCHENRY COUNTY,2411
662,2022-01-01,17113,IL,ILLINOIS,MCLEAN COUNTY,2788
663,2022-01-01,17115,IL,ILLINOIS,MACON COUNTY,4633
664,2022-01-01,17117,IL,ILLINOIS,MACOUPIN COUNTY,889
665,2022-01-01,17119,IL,ILLINOIS,MADISON COUNTY,9816
666,2022-01-01,17121,IL,ILLINOIS,MARION COUNTY,2178
667,2022-01-01,17123,IL,ILLINOIS,MARSHALL COUNTY,143
668,2022-01-01,17125,IL,ILLINOIS,MASON COUNTY,299
669,2022-01-01,17127,IL,ILLINOIS,MASSAC COUNTY,646
670,2022-01-01,17129,IL,ILLINOIS,MENARD COUNTY,156
671,2022-01-01,17131,IL,ILLINOIS,MERCER COUNTY,147
672,2022-01-01,17133,IL,ILLINOIS,MONROE COUNTY,204
673,2022-01-01,17135,IL,ILLINOIS,MONTGOMERY COUNTY,690
674,2022-01-01,17137,IL,ILLINOIS,MORGAN COUNTY,798
675,2022-01-01,17139,IL,ILLINOIS,MOULTRIE COUNTY,140
676,2022-01-01,17141,IL,ILLINOIS,OGLE COUNTY,618
677,2022-01-01,17143,IL,ILLINOIS,PEORIA COUNTY,7846
678,2022-01-01,17145,IL,ILLINOIS,PERRY COUNTY,480
679,2022-01-01,17147,IL,ILLINOIS,PIATT COUNTY,135
680,2022-01-01,17149,IL,ILLINOIS,PIKE COUNTY,219
681,2022-01-01,17151,IL,ILLINOIS,POPE COUNTY,67
682,2022-01-01,17153,IL,ILLINOIS,PULASKI COUNTY,172
683,2022-01-01,17155,IL,ILLINOIS,PUTNAM COUNTY,40
684,2022-01-01,17157,IL,ILLINOIS,RANDOLPH COUNTY,503
685,2022-01-01,17159,IL,ILLINOIS,RICHLAND COUNTY,424
686,2022-01-01,17161,IL,ILLINOIS,ROCK ISLAND COUNTY,4330
687,2022-01-01,17163,IL,ILLINOIS,ST. CLAIR COUNTY,13623
688,2022-01-01,17165,IL,ILLINOIS,SALINE COUNTY,810
689,2022-01-01,17167,IL,ILLINOIS,SANGAMON COUNTY,6556
690,2022-01-01,17169,IL,ILLINOIS,SCHUYLER COUNTY,84
691,2022-01-01,17171,IL,ILLINOIS,SCOTT COUNTY,67
692,2022-01-01,17173,IL,ILLINOIS,SHELBY COUNTY,225
693,2022-01-01,17175,IL,ILLINOIS,STARK COUNTY,51
694,2022-01-01,17177,IL,ILLINOIS,STEPHENSON COUNTY,1133
695,2022-01-01,17179,IL,ILLINOIS,TAZEWELL COUNTY,2736
696,2022-01-01,17181,IL,ILLINOIS,UNION COUNTY,461
697,2022-01-01,17183,IL,ILLINOIS,VERMILION COUNTY,4033
698,2022-01-01,17185,IL,ILLINOIS,WABASH COUNTY,252
699,2022-01-01,17187,IL,ILLINOIS,WARREN COUNTY,319
700,2022-01-01,17189,IL,ILLINOIS,WASHINGTON COUNTY,218
701,2022-01-01,17191,IL,ILLINOIS,WAYNE COUNTY,239
702,2022-01-01,17193,IL,ILLINOIS,WHITE COUNTY,339
703,2022-01-01,17195,IL,ILLINOIS,WHITESIDE COUNTY,1250
704,2022-01-01,17197,IL,ILLINOIS,WILL COUNTY,7689
705,2022-01-01,17199,IL,ILLINOIS,WILLIAMSON COUNTY,2456
706,2022-01-01,17201,IL,ILLINOIS,WINNEBAGO COUNTY,11167
707,2022-01-01,17203,IL,ILLINOIS,WOODFORD COUNTY,265
708,2022-01-01,17,IL,ILLINOIS,**NOT AVAILABLE**,496
709,2022-01-01,18001,IN,INDIANA,ADAMS COUNTY,408
710,2022-01-01,18003,IN,INDIANA,ALLEN COUNTY,13550
711,2022-01-01,18005,IN,INDIANA,BARTHOLOMEW COUNTY,1935
712,2022-01-01,18007,IN,INDIANA,BENTON COUNTY,133
713,2022-01-01,18009,IN,INDIANA,BLACKFORD COUNTY,370
714,2022-01-01,18011,IN,INDIANA,BOONE COUNTY,565
715,2022-01-01,18013,IN,INDIANA,BROWN COUNTY,189
716,2022-01-01,18015,IN,INDIANA,CARROLL COUNTY,281
717,2022-01-01,18017,IN,INDIANA,CASS COUNTY,893
718,2022-01-01,18019,IN,INDIANA,CLARK COUNTY,4486
719,2022-01-01,18021,IN,INDIANA,CLAY COUNTY,748
720,2022-01-01,18023,IN,INDIANA,CLINTON COUNTY,672
721,2022-01-01,18025,IN,INDIANA,CRAWFORD COUNTY,243
722,2022-01-01,18027,IN,INDIANA,DAVIESS COUNTY,541
723,2022-01-01,18029,IN,INDIANA,DEARBORN COUNTY,874
724,2022-01-01,18031,IN,INDIANA,DECATUR COUNTY,666
725,2022-01-01,18033,IN,INDIANA,DEKALB COUNTY,667
726,2022-01-01,18035,IN,INDIANA,DELAWARE COUNTY,5406
727,2022-01-01,18037,IN,INDIANA,DUBOIS COUNTY,654
728,2022-01-01,18039,IN,INDIANA,ELKHART COUNTY,4564
729,2022-01-01,18041,IN,INDIANA,FAYETTE COUNTY,1088
730,2022-01-01,18043,IN,INDIANA,FLOYD COUNTY,2563
731,2022-01-01,18045,IN,INDIANA,FOUNTAIN COUNTY,259
732,2022-01-01,18047,IN,INDIANA,FRANKLIN COUNTY,242
733,2022-01-01,18049,IN,INDIANA,FULTON COUNTY,470
734,2022-01-01,18051,IN,INDIANA,GIBSON COUNTY,939
735,2022-01-01,18053,IN,INDIANA,GRANT COUNTY,4373
736,2022-01-01,18055,IN,INDIANA,GREENE COUNTY,752
737,2022-01-01,18057,IN,INDIANA,HAMILTON COUNTY,1992
738,2022-01-01,18059,IN,INDIANA,HANCOCK COUNTY,881
739,2022-01-01,18061,IN,INDIANA,HARRISON COUNTY,811
740,2022-01-01,18063,IN,INDIANA,HENDRICKS COUNTY,1666
741,2022-01-01,18065,IN,INDIANA,HENRY COUNTY,1644
742,2022-01-01,18067,IN,INDIANA,HOWARD COUNTY,3317
743,2022-01-01,18069,IN,INDIANA,HUNTINGTON COUNTY,775
744,2022-01-01,18071,IN,INDIANA,JACKSON COUNTY,1127
745,2022-01-01,18073,IN,INDIANA,JASPER COUNTY,439
746,2022-01-01,18075,IN,INDIANA,JAY COUNTY,490
747,2022-01-01,18077,IN,INDIANA,JEFFERSON COUNTY,1056
748,2022-01-01,18079,IN,INDIANA,JENNINGS COUNTY,747
749,2022-01-01,18081,IN,INDIANA,JOHNSON COUNTY,2308
750,2022-01-01,18083,IN,INDIANA,KNOX COUNTY,1163
751,2022-01-01,18085,IN,INDIANA,KOSCIUSKO COUNTY,1237
752,2022-01-01,18087,IN,INDIANA,LAGRANGE COUNTY,263
753,2022-01-01,18089,IN,INDIANA,LAKE COUNTY,15590
754,2022-01-01,18091,IN,INDIANA,LAPORTE COUNTY,2806
755,2022-01-01,18093,IN,INDIANA,LAWRENCE COUNTY,1529
756,2022-01-01,18095,IN,INDIANA,MADISON COUNTY,6104
757,2022-01-01,18097,IN,INDIANA,MARION COUNTY,50739
758,2022-01-01,18099,IN,INDIANA,MARSHALL COUNTY,622
759,2022-01-01,18101,IN,INDIANA,MARTIN COUNTY,159
760,2022-01-01,18103,IN,INDIANA,MIAMI COUNTY,1061
761,2022-01-01,18105,IN,INDIANA,MONROE COUNTY,2847
762,2022-01-01,18107,IN,INDIANA,MONTGOMERY COUNTY,780
763,2022-01-01,18109,IN,INDIANA,MORGAN COUNTY,1332
764,2022-01-01,18111,IN,INDIANA,NEWTON COUNTY,189
765,2022-01-01,18113,IN,INDIANA,NOBLE COUNTY,749
